"CP ITEM_NO","DIMENSIONS","QTY AVAIL"
"SAL773","TRELLIS/NAVBLAZ/8/*",1
"SAL773","TRELLIS/NAVBLAZ/8.5/*",1
"SAL773","TRELLIS/NAVBLAZ/9/*",1
"SAL773","TRELLIS/NAVBLAZ/9.5/*",1
"SAL774","BLK/ASPHLT/PEWT/13/*",1
"SAL775","BELUGA/BLK/GRNS/11/*",1
"SAL775","BELUGA/BLK/GRNS/8/*",1
"SAL775","BELUGA/BLK/GRNS/9/*",1
"SCT936","BLACK/105/*",2
"SCT936","BLACK/110/*",5
"SCT936","BLACK/115/*",3
"SCT936","GREEN/110/*",1
"SCT936","YELLOW/120/*",1
"SCT937","BLACK/110/*",2
"SCT942","BLACK/M/*",1
"SCT943","BLACK/L/*",4
"SCT943","BLACK/M/*",1
"SCT943","BLACK/S/*",2
"SCT943","ECLIPE/BER BLUE/L/*",2
"SCT943","ECLIPE/BER BLUE/M/*",1
"SCT943","ECLIPE/BER BLUE/S/*",3
"SCT944","WHITE/M/*",2
"SCT945","BLACK/L/*",2
"SCT945","BLACK/M/*",2
"SCT945","BLACK/S/*",3
"SCT946","BLACK/XL/*",2
"SCT946","BLACK/XXL/*",3
"SCT948","BLACK/PINK/S/*",1
"SCT948","BLACK/PINK/XL/*",1
"SCT948","GREY/BLACK/L/*",3
"SCT948","GREY/BLACK/M/*",2
"SCT948","GREY/BLACK/S/*",1
"SCT948","GREY/BLACK/XL/*",3
"SCT948","LIME GRN/BLUE/L/*",2
"SCT948","LIME GRN/BLUE/S/*",1
"SCT948","LIME GRN/BLUE/XL/*",4
"SCT949","BLACK/L/*",1
"SCT949","BLACK/M/*",1
"SCT950","BLACK/L/*",1
"SCT950","BLACK/M/*",1
"SCT950","BLACK/S/*",2
"SCT951","BLACK/M/*",1
"SCT951","BLACK/S/*",2
"SCT951","BLACK/XL/*",1
"SCT951","BLUE CORAL/L/*",2
"SCT951","BLUE CORAL/M/*",1
"SCT951","BLUE CORAL/S/*",2
"SCT951","BLUE CORAL/XL/*",1
"SCT953","GREY/BLACK/M/*",2
"SCT953","GREY/BLACK/XL/*",1
"SCT954","BLACK/CLEAR/*",15
"SCT954","GREEN/ILLUMINATOR/*",12
"SMOH0081","MT BLK CHAR/L/*",2
"SMOH0082","MATTE BLACK/L/*",1
"SMOH0082","MATTE BLACK/XL/*",2
"SMOH0083","MATTE BLACK/L/*",5
"SMOH0083","MATTE BLACK/S/*",3
"SMOH0083","MATTE BLACK/XL/*",1
"ARM292","BROWN/*/*",1
"ARM292","RED/*/*",1
"ARM324","BROWN/*/*",1
"ARM328","DEEP PURPLE/*/*",1
"ARM328","SPRUCE/*/*",1
"ARM329","FLASH GREEN/*/*",1
"ARM329","RED/*/*",1
"FOX0032","MATTE BLACK/X/2X/*",1
"FOX0033","YELLOW/BLACK/M/L/*",1
"FOX0033","YELLOW/BLACK/X/2X/*",1
"FOX0034","BLACK/L/XL/*",1
"FOX0034","BLACK/XS/S/*",1
"FOX0034","SLATE BLUE/S/M/*",1
"FOX0036","BLACK/32/*",2
"FOX0036","BLACK/34/*",1
"FOX0036","BLACK/36/*",2
"FOX0036","BLACK/38/*",2
"FOX0037","BLACK/34/*",1
"FOX0037","BLACK/36/*",1
"FOX0038","LT INDIGO/34/*",1
"FOX0038","LT INDIGO/36/*",1
"FOX0038","LT INDIGO/40/*",1
"HO1338","BLK/LIME/XS/*",1
"LBM233","YELLOW/ONE SIZE/*",1
"LBM234","ORANGE/ONE SIZE/*",1
"LEKI001","RED/125/*",1
"LEKI007","YELLOW/125/*",1
"LEKI010","BLACK/110/*",1
"LEKI012","RED/100/*",1
"LEKI013","PURPLE/100CM/40 IN./*",1
"LEKI013","RED/95CM/38 IN./*",2
"LEKI014","GREEN/110CM/44 IN/*",1
"LEKI016","RED/120CM/ 48 IN./*",1
"LEKI017","PINK/105CM/42 IN./*",1
"LEKI017","PINK/120CM/48 IN./*",1
"LEKI018","YELLOW/*/*",1
"LEKI020","YELLOW/*/*",2
"LEKI021","YELLOW/*/*",1
"LEKI022","RED/120/*",1
"OBER0060","BLACK/10L/*",1
"OBER0060","BLACK/12S/*",1
"OBER0060","BLACK/14/*",2
"OBER0060","BLACK/14S/*",1
"OBER0060","BLACK/20S/*",1
"OBER0060","BLACK/6/*",1
"OBER0060","BLACK/8L/*",1
"OBER0060","WHITE/10/*",1
"OBER0060","WHITE/12/*",2
"OBER0061","WHITE/2/*",1
"OBER0062","SUGAR BERRY/4/*",1
"OBER0062","SUGAR BERRY/5/*",1
"OBER0064","POSITIVELY PINK/4/*",1
"OBER0064","POSITIVELY PINK/5/*",1
"OBER0064","POSITIVELY PINK/7/*",1
"OBER0064","POSITIVELY PINK/8/*",1
"OBER0065","FOG/4/*",1
"OBER0066","GREEN FLASH/2/*",1
"OBER0066","GREEN FLASH/4/*",1
"OBER0067","EBONY/3/*",1
"OBER0067","EBONY/4/*",1
"OBER0067","GREEN FLASH/8/*",1
"OBERSAM002","GREEN FLASH/4/*",1
"OBERSAM006","GREEN FLASH/M/*",1
"OBERSAM007","STELLAR BLUE/4/*",1
"OBERSAM008","CASHMERE/4/*",1
"OBERSAM009","CANOPY/4/*",1
"OBERSAM012","GREEN FLASH/M/*",1
"OBERSAM020","JUST PEACHY/4/*",1
"OBERSAM023","KOI GOLD/4/*",1
"OBERSAM024","PINK-OUT/4/*",1
"OBERSAM024","WHITE/4/*",1
"OBERSAM027","VIOLETTA/M/*",1
"OGEAR002","BLACK/XS/*",2
"ONL1557","BLK/BERRY/12/*",1
"ONL1558","NVY/MIST/INDPAT/10/*",1
"ONL1558","NVY/MIST/INDPAT/8/*",1
"ONL1560","BLK/BLK/M/*",1
"ONL1560","BLK/BLK/S/*",1
"ONL1561","GRAPHITE/M/*",2
"ONL1561","GRAPHITE/XL/*",1
"ONL1561","TAHITAIN BLUE/L/*",1
"ONL1563","SEAGLASS/L/*",2
"ONL1563","SEAGLASS/M/*",2
"ONL1563","SEAGLASS/S/*",1
"ONL1563","SEAGLASS/XL/*",1
"ONL1564","SEAGLASS/S/*",1
"ONL1564","SEAGLASS/XS/*",1
"ONL1565","COOL GREY/L/*",1
"ONL1568","SLATE/M/*",1
"ONL1568","SLATE/S/*",1
"PAR1266","DRIFTER GREY/XL/*",1
"PAT1224","TXLOGO/VIKNGBLU/XL/*",1
"PAT1225","FEATHER GREY/L/*",1
"PAT1225","FEATHER GREY/S/*",1
"PAT1225","FEATHER GREY/XL/*",1
"PAT1229","CRAG GREEN/S/*",1
"PAT1234","PASTELLOGO/WHTE/XS/*",1
"PAT1235","BIRCH WHITE/L/*",1
"PAT1235","BIRCH WHITE/M/*",1
"PAT1235","BIRCH WHITE/S/*",1
"PAT1235","STRAIT BLUE/L/*",1
"PAT1237","DOLOMITE BLUE/XL/*",1
"PAT1237","FEATHER GREY/L/*",1
"PAT1238","DOLOMITE BLUE/L/*",1
"PRN858","COSMO PINK/XS/*",1
"RVCA0326","CLAY/M/*",1
"RVCA0326","CLAY/S/*",1
"RVCA0327","GRAY DAWN/L/*",1
"RVCA0328","BLACK/L/*",1
"RVCA0328","BLACK/M/*",1
"RVCA0328","BLACK/XL/*",1
"RVCA0328","VINTAGE WHITE/M/*",1
"RVCA0328","VINTAGE WHITE/S/*",1
"RVCA0328","VINTAGE WHITE/XS/*",1
"RVCA0331","BLACK/L/*",1
"RVCA0331","BLACK/M/*",1
"RVCA0331","BLACK/S/*",1
"RVCA0331","SEA WASH/M/*",1
"RVCA0331","SEA WASH/XS/*",1
"RVCA0332","BLACK/L/*",1
"RVCA0332","BLACK/M/*",1
"RVCA0332","BLACK/S/*",1
"RVCA0333","BLACK/L/*",1
"RVCA0333","BLACK/XS/*",1
"RVCA0334","PAVEMENT/L/*",1
"RVCA0334","PAVEMENT/M/*",1
"RVCA0334","PAVEMENT/S/*",1
"RVCA0334","PINE TREE/M/*",1
"RVCA0334","PINE TREE/S/*",1
"RVCA0334","PINE TREE/XS/*",1
"RVCA0335","BLACK/*/*",1
"RVCA0337","BLACK/M/*",2
"RVCA0337","BLACK/XL/*",1
"RVCA0337","BLACK/XXL/*",2
"RVCA0338","PIRATE BLACK/L/*",1
"RVCA0339","RVCA BLACK/M/*",1
"RVCA0340","DUSTY BLUSH/M/*",1
"RVCA0341","LIGHT TEAL/L/*",2
"RVCA0341","LIGHT TEAL/M/*",1
"SAL733","BLUE BIRD/BLUE/S/*",1
"SAL733","BLUE BIRD/BLUE/XS/*",1
"SAL734","MEDIEVAL BLUE/S/R",1
"SAL734","MEDIEVAL BLUE/XS/R",1
"SAL734","ROSE VIOLET/M/R",1
"SAL742","BLK/BLK/ALUMN/10/*",2
"SAL742","BLK/BLK/ALUMN/11/*",1
"SBUM012","BANANA/*/*",30
"SBUM012","COCONUT/*/*",14
"SBUM012","MANGO/*/*",10
"SBUM012","PINAPPLE/*/*",39
"SBUM012","POMEGRANATE/*/*",33
"SBUM012","WATERRMELON/*/*",8
"SWAP211","A/*/*",1
"SWAP211","B/*/*",1
"SWAP211","C/*/*",1
"SWAP211","D/*/*",1
"SWAP211","E/*/*",1
"SWAP211","F/*/*",1
"SWAP212","A/*/*",1
"SWAP212","B/*/*",1
"ALP313","BLK-WHT-RED/44/*",1
"ALP314","WHT-BLK-BLU/36/*",1
"ALP314","WHT-BLK-BLU/38/*",2
"ALP315","CHAR-SILVER/46/*",2
"ALP317","BLACK-ORANGE/38/*",1
"ALP320","BLUE/*/*",2
"ALP320","RED/*/*",4
"ALP321","RED/*/*",3
"ALP321","YELLOW/*/*",2
"ALP322","RED/145/*",1
"ALP323","BLACK/135/*",3
"ALP323","BLACK/140/*",6
"ALP323","BLACK/145/*",2
"ALP323","BLACK/150/*",2
"ALP325","BLACK/*/*",17
"ALP329","BLACK/24.5/*",1
"ALP330","BLACK/39/*",1
"ALP330","BLACK/40/*",1
"ALP331","INDIGO/BLK/37/*",2
"ALP331","INDIGO/BLK/40/*",1
"ALP331","INDIGO/BLK/41/*",2
"ALP331","INDIGO/BLK/42/*",1
"ALP332","BLACK/42/*",2
"ALP332","BLACK/43/*",2
"ALP332","BLACK/44/*",2
"ALP332","BLACK/45/*",1
"ALP333","BLACK/43/*",2
"ALP333","BLACK/45/*",1
"ALP333","BLACK/46/*",1
"ALP334","160/*/*",1
"ALP334","170/*/*",3
"ALP334","180/*/*",2
"ALP335","BLACK/*/*",1
"ALP336","BLACK/*/*",9
"ALP337","SILVER/130/*",1
"ALP337","SILVER/145/*",4
"ALP337","SILVER/150/*",4
"ALP337","SILVER/155/*",2
"ALP337","SILVER/160/*",1
"ALP338","168/*/*",10
"ALP338","178/*/*",12
"ALP338","188/*/*",8
"ALP339","168/*/*",11
"ALP339","178/*/*",9
"ALP340","RED/125/*",2
"ALP340","RED/130/*",2
"ALP340","RED/140/*",1
"ALP341","BLK/WHITE/37/*",1
"ARM345","CANVAS/*/*",1
"ARM345","CORAL/*/*",1
"ARM345","MINERAL/*/*",1
"ARM349","CORAL/OS/*",1
"ARM349","TORTOISE SHELL/OS/*",1
"ARM356","125/*/*",1
"ARM356","135/*/*",1
"ARM358","156/*/*",1
"ARM362","NAVY/L/*",1
"ARM373","BURNT OLIVE/*/*",1
"ARM373","NAVY/*/*",1
"BIL2147","GREY/42/*",1
"BIL2147","GREY/44/*",1
"BIL2149","INDIGO/30/*",1
"BIL2152","MUSTARD/XL/*",1
"BIL2153","MULTI/8/*",1
"BIL2154","POPPY/12/*",1
"BIL2154","POPPY/14/*",1
"BIL2155","MULTI/12/*",1
"BIL2157","TAHITI PINK/8/*",1
"BIL2158","BLK PEBBLE/M/*",1
"BIL2158","BLK PEBBLE/S/*",1
"BIL2161","GERANIUM/M/*",1
"BIL2162","BLK PEBBLE/S/*",1
"BIL2164","MULTI/M/*",1
"BIL2164","MULTI/S/*",1
"BIL2166","CHILI PEPPER/M/*",1
"BIL2177","BLUE TIDE/M/*",1
"BIL2178","CHILI PEPPER/S/*",1
"BIL2182","CORAL PINK/M/*",1
"BIL2183","CHILI PEPPER/L/*",1
"BIL2183","CHILI PEPPER/S/*",1
"BIL2196","BLACK FLORAL/XS/*",1
"BIL2197","CREAM/L/*",1
"BIL2199","BLACK/XL/*",1
"GIR453","MATTE BLK/S/*",1
"GIR462","HI YELLOW/M/*",1
"GIR462","MAT BLK/CHARCOA/L/*",1
"GIR462","MAT BLK/CHARCOA/M/*",1
"GIR462","MAT BLK/CHARCOA/S/*",1
"GIR463","MATT BLUE/L/*",1
"GIR463","MATT BLUE/S/*",1
"PAT1275","CLASSIC NAVY/L/*",1
"PAT1275","CLASSIC NAVY/M/*",1
"PAT1279","SMOLDER BLUE/S/*",2
"PAT1279","SMOLDER BLUE/XS/*",1
"PAT1280","KUTKLASHADOWBLU/XS/*",1
"PAT1280","PELICAN/STNBLUE/L/*",1
"PAT1280","PELICAN/STNBLUE/M/*",1
"PAT1280","SMOKEY VIOLET/L/*",1
"PAT1280","SMOKEY VIOLET/M/*",1
"PAT1281","STONE BLUE/L/*",1
"PAT1281","STONE BLUE/S/*",1
"PAT1281","TOMATO/M/*",2
"PAT1281","TOMATO/S/*",1
"PAT1283","CALCIUM/L/*",1
"PAT1283","CALCIUM/M/*",1
"PAT1283","CALCIUM/XS/*",1
"PAT1283","STONE BLUE/L/*",2
"PAT1284","SEDIMENT/L/*",1
"PAT1285","FORGE GREY/M/*",1
"PAT1285","OXIDE RED/L/*",2
"PAT1285","OXIDE RED/M/*",1
"PAT1286","CLASSIC NAVY/M/*",1
"PAT1286","CLASSIC NAVY/S/*",1
"PAT1286","TEXTILE GREEN/L/*",1
"PAT1286","TEXTILE GREEN/M/*",1
"PAT1287","BLACK/M/*",1
"PAT1287","BLACK/XXL/*",1
"PAT1288","BLACK/M/*",2
"PAT1289","COPPER ORE/M/*",1
"PAT1289","COPPER ORE/XL/*",1
"PAT1289","DOLOMITE BLUE/M/*",1
"PAT1289","DOLOMITE BLUE/S/*",1
"PAT1290","DARK WALNUT/XXL/*",1
"PAT1290","NICKEL/FORG GRY/XL/*",1
"PAT1290","OXIDE RED/L/*",1
"PAT1290","PALE KHAKI/L/*",1
"PAT1290","PALE KHAKI/XL/*",1
"RVCA0268","LAPIS/L/*",1
"RVCA0268","LAPIS/XL/*",1
"RVCA0269","BLACK/XL/*",1
"RVCA0281","ANTIQUE WHITE/S/*",1
"RVCA0282","GREY/OSFA/*",1
"RVCA0285","LIGHT BROWN/*/*",1
"SAL697","AQUA/BLUE/SPRNG/10/*",1
"SAL700","LIME/BLK/OCEAN/11.5/*",1
"SAN069","BLACK/10/*",2
"SAN069","BURGANDY/10/*",1
"SAN069","BURGANDY/8/*",1
"SCTB0033","M/*/*",1
"SCTB0035","M/*/*",1
"SCTB0036","L-56/*/*",1
"SCTB0036","M-54/*/*",1
"SEASP0002","BLUE/*/*",5
"SEASP0004","YELLOW/*/*",2
"SEASP0005","BLUE/*/*",3
"SEASP0009","GREEN/*/*",8
"SEASP0011","LIME/*/*",2
"SEIR001","BLACK/L/*",63
"SEIR001","BLACK/M/*",55
"SEIR001","BLACK/S/*",16
"SEIR001","BLACK/XS/*",33
"SEIR002","BLACK/L/*",9
"SEIR002","BLACK/M/*",5
"SEIR002","BLACK/S/*",8
"SEIR002","BLACK/XL/*",17
"SEIR002","BLACK/XS/*",17
"STN0453","BLACK/L/*",1
"STN0456","BLACK/M/*",3
"STN0456","BLACK/S/*",3
"STN0460","PURPLE/M/*",1
"STN0460","PURPLE/S/*",6
"STN0462","BLACK/M/*",1
"STN0468","MULTI/M/*",4
"STN0472","MULTI/M/*",5
"RWAKE2011-1","130/*/*",1
"RWAKE2011-1","142/*/*",1
"RWAKE2017-1","130/*/*",1
"RWAKE2017-1","134/*/*",2
"RWAKE2017-1","138/*/*",2
"RWAKE2017-1","142/*/*",1
"RWAKE2017-2","12-15/*/*",1
"RWAKE2017-2","5-8/*/*",1
"RWAKE2017-2","8-12/*/*",4
"RWAKE2017-6","BLACK/130/*",1
"RWAKE2017-6","BLACK/135/*",1
"RWAKE2017-6","BLACK/140/*",2
"RWAKE2017-6","BLACK/145/*",1
"RWAKE2017-7","BLUE/10-14/*",2
"RWAKE2017-7","BLUE/4-8/*",1
"RWAKE2017-7","BLUE/7-10.5/*",2
"RXCSKI","120/*/*",2
"RXCSKI","130/*/*",3
"RXCSKI","140/*/*",3
"RXCSKI","150/*/*",3
"RXCSKI","160/*/*",2
"RXCSKI","170/*/*",2
"RXCSKI","BLUE/192/*/*",5
"RXCSKI","GREEN/162/*/*",2
"RXCSKI","RED/182/*/*",10
"RXCSKI","YELLOW/172/*/*",9
"RXCSKIPOLE","100/*/*",2
"RXCSKIPOLE","105/*/*",3
"RXCSKIPOLE","110/*/*",2
"RXCSKIPOLE","115/*/*",3
"RXCSKIPOLE","120/*/*",1
"RXCSKIPOLE","135/*/*",3
"RXCSKIPOLE","145/*/*",10
"RXCSKIPOLE","155/*/*",5
"RXCSKIPOLE","95/*/*",2
"RXCTOURBOOT","30/*/*",1
"RXCTOURBOOT","31/*/*",2
"RXCTOURBOOT","32/*/*",2
"RXCTOURBOOT","33/*/*",3
"RXCTOURBOOT","35/*/*",3
"RXCTOURBOOT","36/*/*",3
"RXCTOURBOOT","37/*/*",3
"RXCTOURBOOT","38/*/*",1
"RXCTOURBOOT","39/*/*",2
"RXCTOURBOOT","40/*/*",3
"RXCTOURBOOT","41/*/*",2
"RXCTOURBOOT","42/*/*",1
"RXCTOURBOOT","43/*/*",1
"RXCTOURBOOT","44/*/*",4
"RXCTOURBOOT","45/*/*",1
"RXCTOURBOOT","46/*/*",1
"RXCTOURBOOT","47/*/*",1
"SA025","BLACK/OSFA/*",1
"SA026","BLACK/OSFA/*",1
"SAA018","SANTA/*/*",2
"SAA020","ORANGE/*/*",1
"SAA020","RED/*/*",1
"SAN384","LT NATURAL/11/*",1
"SAN384","OPAL/10/*",1
"SAN384","OPAL/5/*",1
"SAN384","OPAL/6/*",1
"SAN384","OPAL/7/*",1
"SAN384","OPAL/8/*",1
"SCR0071","BLACK/RED/*/*",1
"SCR0127","RED-BLACK-WHITE/*/*",1
"SEIR004","BLACK/JRS/*",19
"SEIR004","BLACK/L/XL/*",11
"SEIR004","BLACK/S/M/*",1
"SEIR029","BLACK/JR/*",10
"SEIR029","BLACK/L/XL/*",45
"SEIR038","ZOMBIE/XS/*",1
"SEIR047","BLACK/L/XL/*",22
"SEIR047","BLACK/S/M/*",24
"SEIR047","BLACK/XS/*",11
"SEIR048","BLACK/*/*",13
"SEIR049","MULTI/*/*",3
"SEIR051","BLACK/S/*",13
"SEIR059","BLACK/M/*",3
"SEIR059","BLACK/S/*",1
"SEIR059","BLACK/XL/*",2
"SEIR060","BLACK/JR/*",11
"SEIR060","BLACK/L-XL/*",14
"SEIR060","BLACK/S-M/*",10
"SEIR061","BLACK/S/*",1
"SEIR062","BLACK/JR/*",3
"SEIR062","CAMO/SNOW/JR/*",2
"SEIR062","FLOWERS/JR/*",6
"SEIR062","POSY/BLUE/JR/*",11
"SEIR062","SKULLS/JR/*",4
"SEIR063","BLACK/L/*",4
"SEIR063","BLACK/M/*",4
"SEIR063","BLACK/S/*",3
"SEIR063","BLACK/XL/*",4
"SEIR064","BLACK/L/*",1
"SEIR064","BLACK/M/*",3
"SWAP069","B/*/*",1
"SWAP069","C/*/*",1
"SWAP069","D/*/*",1
"SWAP069","E/*/*",1
"SWAP069","F/*/*",1
"SWAP070","B/*/*",1
"SWAP070","C/*/*",1
"SWAP070","D/*/*",1
"SWAP070","E/*/*",1
"SWAP070","F/*/*",1
"SWAP071","A/*/*",1
"SWAP071","C/*/*",1
"SWAP071","D/*/*",1
"SWAP071","F/*/*",1
"SWAP072","B/*/*",1
"SWAP072","C/*/*",1
"SWAP072","D/*/*",1
"SWAP072","E/*/*",1
"SWAP072","F/*/*",1
"SWAP073","A/*/*",1
"SWAP073","B/*/*",1
"SWAP073","C/*/*",1
"SWAP073","D/*/*",1
"SWAP073","E/*/*",1
"SWAP074","B/*/*",1
"SWAP074","D/*/*",1
"SWAP074","E/*/*",1
"SWAP074","F/*/*",1
"SWAP075","B/*/*",1
"SWAP075","D/*/*",1
"SWAP075","E/*/*",1
"SWAP075","F/*/*",1
"SWAP076","C/*/*",1
"SWAP076","D/*/*",1
"SWAP076","E/*/*",1
"SWAP076","F/*/*",1
"SWAP077","B/*/*",1
"SWAP077","C/*/*",1
"SWAP077","D/*/*",1
"SWAP077","E/*/*",1
"SWAP077","F/*/*",1
"SWAP078","A/*/*",1
"SWAP078","B/*/*",1
"SWAP078","C/*/*",1
"SWAP078","D/*/*",1
"SWAP078","E/*/*",1
"SWAP079","A/*/*",1
"SWAP079","C/*/*",1
"SWAP079","D/*/*",1
"SWAP079","E/*/*",1
"SWAP079","F/*/*",1
"SWAP080","E/*/*",1
"SWAP081","A/*/*",1
"SWAP081","C/*/*",1
"SWAP081","E/*/*",1
"SWAP081","F/*/*",1
"SWAP082","A/*/*",1
"SWAP082","B/*/*",1
"SWAP082","C/*/*",1
"SWAP082","D/*/*",1
"SWAP082","E/*/*",1
"SWAP082","F/*/*",1
"SWAP083","E/*/*",1
"SWAP083","F/*/*",1
"SWAP084","A/*/*",1
"SWAP084","B/*/*",1
"SWAP084","D/*/*",1
"SWAP084","E/*/*",1
"SWAP084","F/*/*",1
"SWAP085","B/*/*",1
"SWAP085","C/*/*",1
"SWAP085","D/*/*",1
"SWAP085","E/*/*",1
"SWAP085","F/*/*",1
"SWAP086","B/*/*",1
"SWAP086","C/*/*",1
"SWAP086","D/*/*",1
"SWAP086","E/*/*",1
"SWAP086","F/*/*",1
"SWAP087","D/*/*",1
"ONL1381","COOL GREY/14/*",1
"ONL1384","BLK/PINK/BLK/6/*",1
"PRC198","225/*/*",3
"PRC198","235/*/*",9
"PRC254","TURQ/LIME/235/*",3
"PRC254","WHITE/215/*",3
"PRC254","WHITE/225/*",9
"PRC254","WHITE/235/*",14
"PRC263","SEASPRAY/*/*",1
"PRC264","MOSS CAMO/*/*",1
"PRC264","RED TIGER/*/*",1
"PRC265","RED TIGER/*/*",2
"ROX1188","TRUE BLACK/M/*",1
"ROX1189","TRUE BLACK/XL/*",1
"ROX1190","TRUE BLACK/M/*",1
"ROX1191","TRUE BLACK/XL/*",1
"ROX1193","ANATHRACITE/L/*",1
"ROX1196","HIGHRISE HEATHR/L/*",1
"ROX1196","HIGHRISE HEATHR/XL/*",1
"ROX1198","RED EARTH/25/*",1
"ROX1198","RED EARTH/29/*",1
"ROX1199","BRIGHT COBALT/27/*",1
"ROX1199","BRIGHT COBALT/28/*",1
"ROX1203","DRESS BLUES/S/*",1
"ROX1203","MARSHMALLOW/S/*",1
"ROX1209","CHINA BLUE/S/*",1
"ROX1213","ROUGE RED/14/*",1
"ROX1214","DRESS BLUES/12/*",1
"ROX1214","DRESS BLUES/16/*",1
"ROX1214","WHITE/GREEN/RED/12/*",1
"RVCA0294","BLAACK/M/*",1
"RVCA0312","BLACK/XS/*",1
"RVCA0314","TERRACOTTA/M/*",1
"RVCA0314","TERRACOTTA/XL/*",1
"RVCA0316","CLASSIC INDIGO/S/*",1
"RVCA0316","CLASSIC INDIGO/XS/*",1
"RVCA0319","BLACK/M/*",1
"RVCA0323","ARTICHOKE/S/*",1
"RVCA0324","VINTAGE WHITE/S/*",1
"RVCA0324","VINTAGE WHITE/XS/*",1
"SAN438","BLUE/11/*",1
"SAN438","BLUE/8/*",1
"SAN438","BLUE/9/*",2
"SAN439","WASH NATURAL/11/*",1
"SAN439","WASH NATURAL/8/*",1
"SAN442","PARADISE PINK/4/*",1
"SAN445","NAVY PEONY/9/*",1
"SAN449","BROWN/10/*",1
"SAN449","BROWN/6/*",1
"SAN449","BROWN/7/*",1
"SAN449","BROWN/9/*",1
"SAN449","OPAL/10/*",1
"SAN449","OPAL/8/*",1
"SWAP001","A/*/*",1
"SWAP001","B/*/*",1
"SWAP001","C/*/*",1
"SWAP001","D/*/*",1
"SWAP001","E/*/*",1
"SWAP001","F/*/*",1
"SWAP002","A/*/*",1
"SWAP002","B/*/*",1
"SWAP002","C/*/*",1
"SWAP002","D/*/*",1
"SWAP002","E/*/*",1
"SWAP002","F/*/*",1
"SWAP003","A/*/*",1
"SWAP003","C/*/*",1
"SWAP003","D/*/*",1
"SWAP003","E/*/*",1
"SWAP003","F/*/*",1
"SWAP004","A/*/*",1
"SWAP004","B/*/*",1
"SWAP004","C/*/*",1
"SWAP004","D/*/*",1
"SWAP004","E/*/*",1
"SWAP004","F/*/*",1
"SWAP005","B/*/*",1
"SWAP005","D/*/*",1
"SWAP005","E/*/*",1
"SWAP005","F/*/*",1
"SWAP006","C/*/*",1
"SWAP006","E/*/*",1
"SWAP006","F/*/*",1
"SWAP008","D/*/*",1
"SWAP008","E/*/*",1
"SWAP008","F/*/*",1
"SWAP009","B/*/*",1
"SWAP009","C/*/*",1
"SWAP009","D/*/*",1
"SWAP009","E/*/*",1
"SWAP009","F/*/*",1
"SWAP010","A/*/*",1
"SWAP010","B/*/*",1
"SWAP010","C/*/*",1
"SWAP010","D/*/*",1
"SWAP010","E/*/*",1
"SWAP010","F/*/*",1
"SWAP011","A/*/*",1
"SWAP011","B/*/*",1
"SWAP011","C/*/*",1
"SWAP011","D/*/*",1
"SWAP011","E/*/*",1
"SWAP012","C/*/*",1
"SWAP012","D/*/*",1
"SWAP012","E/*/*",1
"SWAP012","F/*/*",1
"SWAP013","B/*/*",1
"SWAP013","C/*/*",1
"SWAP013","D/*/*",1
"SWAP013","E/*/*",1
"SWAP013","F/*/*",1
"SWAP014","A/*/*",1
"SWAP014","B/*/*",1
"SWAP014","C/*/*",1
"SWAP014","D/*/*",1
"SWAP014","E/*/*",1
"SWAP014","F/*/*",1
"SWAP015","A/*/*",1
"SWAP015","B/*/*",1
"SWAP015","C/*/*",1
"SWAP015","D/*/*",1
"SWAP015","E/*/*",1
"SWAP015","F/*/*",1
"SWAP016","A/*/*",1
"SWAP016","E/*/*",1
"SWAP016","F/*/*",1
"SWAP017","B/*/*",1
"SWAP017","C/*/*",1
"SWAP017","D/*/*",1
"SWAP017","E/*/*",1
"SWAP017","F/*/*",1
"SWAP018","C/*/*",1
"SWAP018","D/*/*",1
"SWAP018","E/*/*",1
"SWAP018","F/*/*",1
"SWAP019","A/*/*",1
"SWAP019","C/*/*",1
"SWAP019","D/*/*",1
"SWAP019","E/*/*",1
"SWAP019","F/*/*",1
"SWAP020","A/*/*",1
"SWAP020","B/*/*",1
"SWAP020","C/*/*",1
"SWAP020","D/*/*",1
"SWAP020","E/*/*",1
"SWAP020","F/*/*",1
"SWAP021","D/*/*",1
"SWAP021","E/*/*",1
"SWAP021","F/*/*",1
"SWAP022","A/*/*",1
"SWAP022","C/*/*",1
"SWAP022","D/*/*",1
"SWAP022","E/*/*",1
"SWAP022","F/*/*",1
"SWAP023","A/*/*",1
"SWAP023","D/*/*",1
"SWAP023","E/*/*",1
"SWAP023","F/*/*",1
"SWAP024","B/*/*",1
"SWAP024","C/*/*",1
"SWAP024","D/*/*",1
"SWAP024","E/*/*",1
"SWAP024","F/*/*",1
"SWAP025","B/*/*",1
"SWAP025","D/*/*",1
"SWAP025","E/*/*",1
"SWAP026","A/*/*",1
"SWAP026","B/*/*",1
"SWAP026","C/*/*",1
"SWAP026","D/*/*",1
"SWAP027","E/*/*",1
"SWAP027","F/*/*",1
"SWAP028","C/*/*",1
"SWAP029","E/*/*",1
"SWAP029","F/*/*",1
"SWAP030","C/*/*",1
"SWAP087","E/*/*",1
"SWAP087","F/*/*",1
"SWAP088","B/*/*",1
"SWAP088","C/*/*",1
"SWAP088","D/*/*",1
"SWAP088","E/*/*",1
"SWAP088","F/*/*",1
"SWAP089","B/*/*",1
