"CP ITEM_NO","DIMENSIONS","QTY AVAIL"
"SWAP089","C/*/*",1
"SWAP089","D/*/*",1
"SWAP089","E/*/*",1
"SWAP089","F/*/*",1
"SWAP090","A/*/*",1
"SWAP090","B/*/*",1
"SWAP090","C/*/*",1
"SWAP090","D/*/*",1
"SWAP090","E/*/*",1
"SWAP090","F/*/*",1
"SWAP091","B/*/*",1
"SWAP091","C/*/*",1
"SWAP091","D/*/*",1
"SWAP091","E/*/*",1
"SWAP091","F/*/*",1
"SWAP092","B/*/*",1
"SWAP092","C/*/*",1
"SWAP092","D/*/*",1
"SWAP092","E/*/*",1
"SWAP092","F/*/*",1
"SWAP093","E/*/*",1
"SWAP093","F/*/*",1
"SWAP094","B/*/*",1
"SWAP094","C/*/*",1
"SWAP094","D/*/*",1
"SWAP094","E/*/*",1
"SWAP094","F/*/*",1
"SWAP095","A/*/*",1
"SWAP095","C/*/*",1
"SWAP096","B/*/*",1
"SWAP096","C/*/*",1
"SWAP096","D/*/*",1
"SWAP096","E/*/*",1
"SWAP096","F/*/*",1
"SWAP097","B/*/*",1
"SWAP097","C/*/*",1
"SWAP097","D/*/*",1
"SWAP097","E/*/*",1
"SWAP097","F/*/*",1
"SWAP098","A/*/*",1
"SWAP098","C/*/*",1
"SWAP098","D/*/*",1
"SWAP098","E/*/*",1
"SWAP098","F/*/*",1
"SWAP099","A/*/*",1
"SWAP099","C/*/*",1
"SWAP099","D/*/*",1
"SWAP099","E/*/*",1
"SWAP099","F/*/*",1
"SWAP100","A/*/*",1
"SWAP100","C/*/*",1
"SWAP100","D/*/*",1
"SWAP100","E/*/*",1
"SWAP100","F/*/*",1
"SWAP101","C/*/*",1
"SWAP101","E/*/*",1
"SWAP101","F/*/*",1
"SWAP102","A/*/*",1
"SWAP102","B/*/*",1
"SWAP102","C/*/*",1
"SWAP102","D/*/*",1
"SWAP102","E/*/*",1
"SWAP102","F/*/*",1
"SWAP103","A/*/*",1
"SWAP103","B/*/*",1
"SWAP103","C/*/*",1
"SWAP103","D/*/*",1
"SWAP104","A/*/*",1
"SWAP104","B/*/*",1
"SWAP104","C/*/*",1
"SWAP104","D/*/*",1
"SWAP104","E/*/*",1
"SWAP104","F/*/*",1
"SWAP105","B/*/*",1
"SWAP105","C/*/*",1
"SWAP105","D/*/*",1
"SWAP105","E/*/*",1
"SWAP105","F/*/*",1
"SWAP106","B/*/*",1
"SWAP106","C/*/*",1
"SWAP106","D/*/*",1
"SWAP106","E/*/*",1
"SWAP106","F/*/*",1
"SWAP107","B/*/*",1
"SWAP107","D/*/*",1
"SWAP107","E/*/*",1
"SWAP107","F/*/*",1
"SWAP108","B/*/*",1
"SWAP108","C/*/*",1
"SWAP108","D/*/*",1
"SWAP108","E/*/*",1
"SWAP108","F/*/*",1
"SWAP109","D/*/*",1
"SWAP109","E/*/*",1
"SWAP109","F/*/*",1
"SWAP110","B/*/*",1
"SWAP110","C/*/*",1
"SWAP110","D/*/*",1
"SWAP110","E/*/*",1
"SWAP110","F/*/*",1
"SWAP111","B/*/*",1
"SWAP111","C/*/*",1
"SWAP111","D/*/*",1
"SWAP111","E/*/*",1
"SWAP111","F/*/*",1
"SWAP112","E/*/*",1
"SWAP112","F/*/*",1
"SWAP113","D/*/*",1
"SWAP113","E/*/*",1
"SWAP113","F/*/*",1
"SWAP114","B/*/*",1
"SWAP114","C/*/*",1
"SWAP114","D/*/*",1
"SWAP114","E/*/*",1
"SWAP114","F/*/*",1
"SWAP115","A/*/*",1
"SWAP115","D/*/*",1
"SWAP115","F/*/*",1
"SWAP116","B/*/*",1
"SWAP116","C/*/*",1
"SWAP116","D/*/*",1
"SWAP116","E/*/*",1
"SWAP116","F/*/*",1
"SWAP117","B/*/*",1
"SWAP117","C/*/*",1
"SWAP117","D/*/*",1
"SWAP117","E/*/*",1
"SWAP117","F/*/*",1
"SWAP118","C/*/*",1
"SWAP118","D/*/*",1
"SWAP118","E/*/*",1
"SWAP118","F/*/*",1
"SWAP119","D/*/*",1
"SWAP120","A/*/*",1
"SWAP120","B/*/*",1
"SWAP120","C/*/*",1
"SWAP120","F/*/*",1
"SWAP121","B/*/*",1
"SWAP121","C/*/*",1
"SWAP121","D/*/*",1
"SWAP121","E/*/*",1
"SWAP121","F/*/*",1
"SWAP122","D/*/*",1
"SWAP122","E/*/*",1
"SWAP122","F/*/*",1
"SWAP123","C/*/*",1
"SWAP123","D/*/*",1
"SWAP123","E/*/*",1
"SWAP123","F/*/*",1
"SWAP124","A/*/*",1
"SWAP124","B/*/*",1
"SWAP124","C/*/*",1
"SWAP124","D/*/*",1
"SWAP124","E/*/*",1
"SWAP124","F/*/*",1
"SWAP125","E/*/*",1
"SWAP125","F/*/*",1
"SWAP126","A/*/*",1
"SWAP126","B/*/*",1
"SWAP126","C/*/*",1
"SWAP126","D/*/*",1
"SWAP126","E/*/*",1
"SWAP126","F/*/*",1
"SWAP127","A/*/*",1
"SWAP127","B/*/*",1
"SWAP127","E/*/*",1
"SWAP127","F/*/*",1
"SWAP128","A/*/*",1
"SWAP128","C/*/*",1
"SWAP128","D/*/*",1
"SWAP128","E/*/*",1
"SWAP129","A/*/*",1
"SWAP129","B/*/*",1
"SWAP129","C/*/*",1
"SWAP129","D/*/*",1
"SWAP129","E/*/*",1
"SWAP129","F/*/*",1
"SWAP130","D/*/*",1
"SWAP130","E/*/*",1
"SWAP130","F/*/*",1
"SWAP131","B/*/*",1
"SWAP131","D/*/*",1
"SWAP131","E/*/*",1
"SWAP131","F/*/*",1
"SWAP132","B/*/*",1
"SWAP132","C/*/*",1
"SWAP132","D/*/*",1
"SWAP132","E/*/*",1
"SWAP132","F/*/*",1
"SWAP133","C/*/*",1
"SWAP133","D/*/*",1
"SWAP133","E/*/*",1
"SWAP133","F/*/*",1
"SWAP134","A/*/*",1
"SWAP134","B/*/*",1
"SWAP134","C/*/*",1
"SWAP134","D/*/*",1
"SWAP134","E/*/*",1
"SWAP134","F/*/*",1
"SWAP135","A/*/*",1
"SWAP135","B/*/*",1
"SWAP136","B/*/*",1
"SWAP136","C/*/*",1
"SWAP136","D/*/*",1
"SWAP136","E/*/*",1
"SWAP136","F/*/*",1
"SWAP137","B/*/*",1
"SWAP137","C/*/*",1
"SWAP137","D/*/*",1
"SWAP137","E/*/*",1
"SWAP137","F/*/*",1
"SWAP138","B/*/*",1
"SWAP138","C/*/*",1
"SWAP138","D/*/*",1
"SWAP138","E/*/*",1
"SWAP138","F/*/*",1
"SWAP139","B/*/*",1
"SWAP139","E/*/*",1
"SWAP139","F/*/*",1
"SWAP140","A/*/*",1
"SWAP140","D/*/*",1
"SWAP140","E/*/*",1
"SWAP140","F/*/*",1
"SWAP141","E/*/*",1
"SWAP141","F/*/*",1
"SWAP142","A/*/*",1
"SWAP142","B/*/*",1
"SWAP142","C/*/*",1
"SWAP142","D/*/*",1
"SWAP142","E/*/*",1
"SWAP142","F/*/*",1
"SWAP143","B/*/*",1
"SWAP143","C/*/*",1
"SWAP143","D/*/*",1
"SWAP143","E/*/*",1
"SWAP143","F/*/*",1
"SWAP144","B/*/*",1
"SWAP144","C/*/*",1
"SWAP144","D/*/*",1
"SWAP144","E/*/*",1
"SWAP144","F/*/*",1
"SWAP145","E/*/*",1
"SWAP145","F/*/*",1
"SWAP146","A/*/*",1
"SWAP146","B/*/*",1
"SWAP146","C/*/*",1
"SWAP147","A/*/*",1
"SWAP148","B/*/*",1
"SWAP148","C/*/*",1
"SWAP148","D/*/*",1
"SWAP148","E/*/*",1
"SWAP148","F/*/*",1
"SWAP149","A/*/*",1
"SWAP149","B/*/*",1
"SWAP149","C/*/*",1
"SWAP149","D/*/*",1
"SWAP149","E/*/*",1
"SWAP149","F/*/*",1
"SWAP150","B/*/*",1
"SWAP150","C/*/*",1
"SWAP150","D/*/*",1
"SWAP150","E/*/*",1
"SWAP150","F/*/*",1
"SWAP151","B/*/*",1
"SWAP151","C/*/*",1
"SWAP151","D/*/*",1
"SWAP151","E/*/*",1
"SWAP151","F/*/*",1
"SWAP152","A/*/*",1
"SWAP152","B/*/*",1
"SWAP152","D/*/*",1
"SWAP152","E/*/*",1
"SWAP152","F/*/*",1
"SWAP153","A/*/*",1
"SWAP153","D/*/*",1
"SWAP153","E/*/*",1
"SWAP153","F/*/*",1
"SWAP154","E/*/*",1
"SWAP154","F/*/*",1
"SWAP155","B/*/*",1
"SWAP155","C/*/*",1
"SWAP155","D/*/*",1
"SWAP155","E/*/*",1
"SWAP155","F/*/*",1
"SWAP156","A/*/*",1
"SWAP156","B/*/*",1
"SWAP156","C/*/*",1
"SWAP156","D/*/*",1
"SWAP156","E/*/*",1
"SWAP156","F/*/*",1
"SWAP157","C/*/*",1
"SWAP157","D/*/*",1
"SWAP157","E/*/*",1
"SWAP157","F/*/*",1
"SWAP158","B/*/*",1
"SWAP158","C/*/*",1
"SWAP158","D/*/*",1
"SWAP158","E/*/*",1
"SWAP158","F/*/*",1
"SWAP159","A/*/*",1
"SWAP159","B/*/*",1
"SWAP159","D/*/*",1
"SWAP159","E/*/*",1
"SWAP159","F/*/*",1
"SWAP160","B/*/*",1
"SWAP160","C/*/*",1
"SWAP160","F/*/*",1
"SWAP161","A/*/*",1
"SWAP161","B/*/*",1
"SWAP161","C/*/*",1
"SWAP161","D/*/*",1
"SWAP161","E/*/*",1
"SWAP161","F/*/*",1
"SWAP162","B/*/*",1
"SWAP162","C/*/*",1
"SWAP162","D/*/*",1
"SWAP162","E/*/*",1
"SWAP162","F/*/*",1
"SWAP163","A/*/*",1
"SWAP163","B/*/*",1
"SWAP163","C/*/*",1
"SWAP163","D/*/*",1
"SWAP163","E/*/*",1
"SWAP163","F/*/*",1
"SWAP164","B/*/*",1
"SWAP164","C/*/*",1
"SWAP164","D/*/*",1
"SWAP164","E/*/*",1
"SWAP164","F/*/*",1
"SWAP165","A/*/*",1
"SWAP165","B/*/*",1
"SWAP165","D/*/*",1
"SWAP165","E/*/*",1
"SWAP165","F/*/*",1
"SWAP166","B/*/*",1
"SWAP166","C/*/*",1
"SWAP166","D/*/*",1
"SWAP166","E/*/*",1
"SWAP166","F/*/*",1
"SWAP167","A/*/*",1
"SWAP167","B/*/*",1
"SWAP167","D/*/*",1
"SWAP167","F/*/*",1
"SWAP168","B/*/*",1
"SWAP168","C/*/*",1
"SWAP168","D/*/*",1
"SWAP168","E/*/*",1
"SWAP168","F/*/*",1
"SWAP169","A/*/*",1
"SWAP169","B/*/*",1
"SWAP169","C/*/*",1
"SWAP169","D/*/*",1
"SWAP169","F/*/*",1
"SWAP170","A/*/*",1
"SWAP170","B/*/*",1
"SWAP170","C/*/*",1
"SWAP170","D/*/*",1
"SWAP170","E/*/*",1
"SWAP170","F/*/*",1
"SWAP171","C/*/*",1
"SWAP171","D/*/*",1
"SWAP171","E/*/*",1
"SWAP171","F/*/*",1
"SWAP172","A/*/*",1
"SWAP172","D/*/*",1
"SWAP172","E/*/*",1
"SWAP172","F/*/*",1
"SWAP173","A/*/*",1
"SWAP173","B/*/*",1
"SWAP173","C/*/*",1
"SWAP173","D/*/*",1
"SWAP173","E/*/*",1
"SWAP173","F/*/*",1
"SWAP174","A/*/*",1
"SWAP174","B/*/*",1
"SWAP174","C/*/*",1
"SWAP174","D/*/*",1
"SWAP174","E/*/*",1
"SWAP174","F/*/*",1
"SWAP175","A/*/*",1
"SWAP175","B/*/*",1
"SWAP175","C/*/*",1
"SWAP175","D/*/*",1
"SWAP175","E/*/*",1
"SWAP175","F/*/*",1
"SWAP176","A/*/*",1
"SWAP176","B/*/*",1
"SWAP176","C/*/*",1
"SWAP176","D/*/*",1
"SWAP176","E/*/*",1
"SWAP176","F/*/*",1
"SWAP177","A/*/*",1
"SWAP177","B/*/*",1
"SWAP177","C/*/*",1
"SWAP177","D/*/*",1
"SWAP177","E/*/*",1
"SWAP177","F/*/*",1
"SWAP178","A/*/*",1
"SWAP178","B/*/*",1
"SWAP178","C/*/*",1
"SWAP178","D/*/*",1
"SWAP178","E/*/*",1
"SWAP178","F/*/*",1
"SWAP179","A/*/*",1
"SWAP179","B/*/*",1
"SWAP179","C/*/*",1
"SWAP179","D/*/*",1
"SWAP179","E/*/*",1
"SWAP179","F/*/*",1
"SWAP180","A/*/*",1
"SWAP180","B/*/*",1
"SWAP180","C/*/*",1
"SWAP180","D/*/*",1
"SWAP180","E/*/*",1
"SWAP180","F/*/*",1
"SWAP181","A/*/*",1
"SWAP181","B/*/*",1
"SWAP181","C/*/*",1
"SWAP181","D/*/*",1
"SWAP181","E/*/*",1
"SWAP181","F/*/*",1
"SWAP182","A/*/*",1
"SWAP182","B/*/*",1
"SWAP182","C/*/*",1
"SWAP182","D/*/*",1
"SWAP182","E/*/*",1
"SWAP182","F/*/*",1
"SWAP183","A/*/*",1
"SWAP183","B/*/*",1
"SWAP183","C/*/*",1
"SWAP183","D/*/*",1
"SWAP183","E/*/*",1
"SWAP183","F/*/*",1
"SWAP184","A/*/*",1
"SWAP184","B/*/*",1
"SWAP184","C/*/*",1
"SWAP184","D/*/*",1
"SWAP184","E/*/*",1
"SWAP184","F/*/*",1
"SWAP185","A/*/*",1
"SWAP185","B/*/*",1
"SWAP185","C/*/*",1
"SWAP185","D/*/*",1
"SWAP185","E/*/*",1
"SWAP185","F/*/*",1
"SWAP186","A/*/*",1
"SWAP186","B/*/*",1
"SWAP186","C/*/*",1
"SWAP186","D/*/*",1
"SWAP186","E/*/*",1
"SWAP186","F/*/*",1
"SWAP187","A/*/*",1
"SWAP187","B/*/*",1
"SWAP187","C/*/*",1
"SWAP187","D/*/*",1
"SWAP187","E/*/*",1
"SWAP187","F/*/*",1
"SWAP188","A/*/*",1
"SWAP188","B/*/*",1
"SWAP188","C/*/*",1
"SWAP188","D/*/*",1
"SWAP188","E/*/*",1
"SWAP188","F/*/*",1
"SWAP189","A/*/*",1
"SWAP189","B/*/*",1
"SWAP189","C/*/*",1
"SWAP189","D/*/*",1
"SWAP189","E/*/*",1
"SWAP189","F/*/*",1
"SWAP190","A/*/*",1
"SWAP190","B/*/*",1
"SWAP190","C/*/*",1
"SWAP190","D/*/*",1
"SWAP190","E/*/*",1
"SWAP190","F/*/*",1
"SWAP191","A/*/*",1
"SWAP191","B/*/*",1
"SWAP191","C/*/*",1
"SWAP191","D/*/*",1
"SWAP191","E/*/*",1
"SWAP191","F/*/*",1
"SWAP192","A/*/*",1
"SWAP192","B/*/*",1
"SWAP192","C/*/*",1
"SWAP192","D/*/*",1
"SWAP192","E/*/*",1
"SWAP192","F/*/*",1
"SWAP193","A/*/*",1
"SWAP193","B/*/*",1
"SWAP193","C/*/*",1
"SWAP193","D/*/*",1
"SWAP193","E/*/*",1
"SWAP193","F/*/*",1
"SWAP194","A/*/*",1
"SWAP194","B/*/*",1
"SWAP194","C/*/*",1
"SWAP194","D/*/*",1
"SWAP194","E/*/*",1
"SWAP194","F/*/*",1
"SWAP195","A/*/*",1
"SWAP195","B/*/*",1
"SWAP195","C/*/*",1
"SWAP195","D/*/*",1
"SWAP195","E/*/*",1
"SWAP195","F/*/*",1
"SWAP196","A/*/*",1
"SWAP196","B/*/*",1
"SWAP196","C/*/*",1
"SWAP196","D/*/*",1
"SWAP196","E/*/*",1
"SWAP196","F/*/*",1
"SWAP197","A/*/*",1
"SWAP197","B/*/*",1
"SWAP197","C/*/*",1
"SWAP197","D/*/*",1
"SWAP197","E/*/*",1
"SWAP197","F/*/*",1
"SWAP198","A/*/*",1
"SWAP198","B/*/*",1
"SWAP198","C/*/*",1
"SWAP198","D/*/*",1
"SWAP198","E/*/*",1
"SWAP198","F/*/*",1
"SWAP199","A/*/*",1
"SWAP199","B/*/*",1
"SWAP199","C/*/*",1
"SWAP199","D/*/*",1
"SWAP199","E/*/*",1
"SWAP199","F/*/*",1
"SWAP200","A/*/*",1
"SWAP200","B/*/*",1
"SWAP200","C/*/*",1
"SWAP200","D/*/*",1
"SWAP200","E/*/*",1
"SWAP200","F/*/*",1
"SWAP201","A/*/*",1
"SWAP201","B/*/*",1
"SWAP201","C/*/*",1
"SWAP201","D/*/*",1
"SWAP201","E/*/*",1
"SWAP201","F/*/*",1
"SWAP202","A/*/*",1
"SWAP202","B/*/*",1
"SWAP202","C/*/*",1
"SWAP030","E/*/*",1
"SWAP030","F/*/*",1
"SWAP031","B/*/*",1
"SWAP031","C/*/*",1
"SWAP031","D/*/*",1
"SWAP031","E/*/*",1
"SWAP031","F/*/*",1
"SWAP032","A/*/*",1
"SWAP032","B/*/*",1
"SWAP032","C/*/*",1
"SWAP032","F/*/*",1
"SWAP033","E/*/*",1
"SWAP033","F/*/*",1
"SWAP034","C/*/*",1
"SWAP034","D/*/*",1
"SWAP034","F/*/*",1
"SWAP035","C/*/*",1
"SWAP035","D/*/*",1
"SWAP035","E/*/*",1
"SWAP035","F/*/*",1
"SWAP036","A/*/*",1
"SWAP036","B/*/*",1
"SWAP036","C/*/*",1
"SWAP036","D/*/*",1
"SWAP036","E/*/*",1
"SWAP036","F/*/*",1
"SWAP037","D/*/*",1
"SWAP037","F/*/*",1
"SWAP038","A/*/*",1
"SWAP038","C/*/*",1
"SWAP038","D/*/*",1
"SWAP038","E/*/*",1
"SWAP038","F/*/*",1
"SWAP039","A/*/*",1
"SWAP039","C/*/*",1
"SWAP039","D/*/*",1
"SWAP039","E/*/*",1
"SWAP039","F/*/*",1
"SWAP040","E/*/*",1
"SWAP040","F/*/*",1
"SWAP041","A/*/*",1
"SWAP041","B/*/*",1
"SWAP041","C/*/*",1
"SWAP041","D/*/*",1
"SWAP042","A/*/*",1
"SWAP042","B/*/*",1
"SWAP042","C/*/*",1
"SWAP042","D/*/*",1
"SWAP042","E/*/*",1
"SWAP042","F/*/*",1
"SWAP043","A/*/*",1
"SWAP043","B/*/*",1
"SWAP043","C/*/*",1
"SWAP043","D/*/*",1
"SWAP043","E/*/*",1
"SWAP043","F/*/*",1
"SWAP044","A/*/*",1
"SWAP044","C/*/*",1
"SWAP044","E/*/*",1
"SWAP045","B/*/*",1
"SWAP045","C/*/*",1
"SWAP045","D/*/*",1
"SWAP045","E/*/*",1
"SWAP045","F/*/*",1
"SWAP046","D/*/*",1
"SWAP046","E/*/*",1
"SWAP046","F/*/*",1
"SWAP047","C/*/*",1
"SWAP047","D/*/*",1
"SWAP047","E/*/*",1
"SWAP047","F/*/*",1
"SWAP048","B/*/*",1
"SWAP048","C/*/*",1
"SWAP048","D/*/*",1
"SWAP048","E/*/*",1
"SWAP048","F/*/*",1
"SWAP049","B/*/*",1
"SWAP049","C/*/*",1
"SWAP049","D/*/*",1
"SWAP049","E/*/*",1
"SWAP049","F/*/*",1
"SWAP050","B/*/*",1
"SWAP050","C/*/*",1
"SWAP050","D/*/*",1
"SWAP050","E/*/*",1
"SWAP050","F/*/*",1
"SWAP051","C/*/*",1
"SWAP051","D/*/*",1
"SWAP051","E/*/*",1
"SWAP051","F/*/*",1
"SWAP052","B/*/*",1
"SWAP052","C/*/*",1
"SWAP052","D/*/*",1
"SWAP052","E/*/*",1
"SWAP052","F/*/*",1
"SWAP053","B/*/*",1
"SWAP053","C/*/*",1
"SWAP053","D/*/*",1
"SWAP053","E/*/*",1
"SWAP053","F/*/*",1
"SWAP054","C/*/*",1
"SWAP054","D/*/*",1
"SWAP054","E/*/*",1
"SWAP054","F/*/*",1
"SWAP055","B/*/*",1
"SWAP055","E/*/*",1
"SWAP055","F/*/*",1
"SWAP056","C/*/*",1
"SWAP056","D/*/*",1
"SWAP056","E/*/*",1
"SWAP056","F/*/*",1
"SWAP057","B/*/*",1
"SWAP057","D/*/*",1
"SWAP057","E/*/*",1
"SWAP057","F/*/*",1
"SWAP058","A/*/*",1
"SWAP058","B/*/*",1
"SWAP058","C/*/*",1
"SWAP058","D/*/*",1
"SWAP058","E/*/*",1
"SWAP058","F/*/*",1
"SWAP059","A/*/*",1
"SWAP059","B/*/*",1
"SWAP059","D/*/*",1
"SWAP059","E/*/*",1
"SWAP059","F/*/*",1
"SWAP060","D/*/*",1
"SWAP060","E/*/*",1
"SWAP060","F/*/*",1
"SWAP061","A/*/*",1
"SWAP061","B/*/*",1
"SWAP061","C/*/*",1
"SWAP061","D/*/*",1
"SWAP061","E/*/*",1
"SWAP061","F/*/*",1
"SWAP062","C/*/*",1
"SWAP062","D/*/*",1
"SWAP063","A/*/*",1
"SWAP063","B/*/*",1
"SWAP063","C/*/*",1
"SWAP063","D/*/*",1
"SWAP063","E/*/*",1
"SWAP063","F/*/*",1
"SWAP064","A/*/*",1
"SWAP064","B/*/*",1
"SWAP064","D/*/*",1
"SWAP064","E/*/*",1
"SWAP064","F/*/*",1
"SWAP065","A/*/*",1
"SWAP065","B/*/*",1
"SWAP065","C/*/*",1
"SWAP065","D/*/*",1
"SWAP065","E/*/*",1
"SWAP065","F/*/*",1
"SWAP066","B/*/*",1
"SWAP066","D/*/*",1
"SWAP066","E/*/*",1
"SWAP066","F/*/*",1
"SWAP067","A/*/*",1
"SWAP067","C/*/*",1
"SWAP067","D/*/*",1
"SWAP067","E/*/*",1
"SWAP067","F/*/*",1
"SWAP068","B/*/*",1
"SWAP068","F/*/*",1
"TEV400","SPECK NAVY/13/*",1
"TEV400","SPECK NAVY/2/*",2
"TEV400","SPECK NAVY/3/*",2
"TEV401","SPECK NAVY/4/*",2
"TEV402","SILVER/MAGENTA/1/*",1
"TEV402","SILVER/MAGENTA/2/*",1
"TEV403","SILVER/MAGENTA/4/*",1
"TEV403","SILVER/MAGENTA/6/*",1
"TEV403","SILVER/MAGENTA/7/*",2
"TEV404","BLACK/9/*",2
"TEV404","PURPLE ORCHID/9/*",1
"TEV405","FELICITAS BLK/7/*",2
"TEV405","PANA BLK/GRY/11/*",1
"TEV406","DEEP WYSTERIA/5/*",1
"TEV407","TERRE PURPLE/7/*",1
"TEV408","BLACK/10/*",1
"AK031","BLACK/*/*",37
"ALP067","BLK/SILVER/37/*",1
"AT534","BLK/RUST/22.5/*",1
"AT556","INT BLUE/MIDNGT/OSFA/*",1
"AT566","154/*/*",1
"AT569","BLK/GUNMTL/100MM/*",1
"AT569","BLK/GUNMTL/115MM/*",1
"AT569","BLK/GUNMTL/90MM/*",1
"AT574","BLK/ORANGE/26.5/*",1
"AT577","BLK/WHT/RED/30.5/*",1
"AT577","BLK/WHT/RED/31.5/*",1
"AT579","BLK/WHT/ANTH/29.5/*",1
"AT582","BLK/PURPLE/23.5/*",1
"BIL0292","YELLOW/L/*",1
"BIL0292","YELLOW/M/*",1
"CAS0125","TURQUOISE/S/*",1
"CAS0140","WHITE-RED/OSFA/*",2
"DAK0087","CLAUDETTE/XS/*",1
"DAK0090","BLACK/K-M/*",7
"DAK0090","BLACK/K-S/*",1
"DAK0092","BLACK/K-M/*",2
"DAK0093","BLACK/L/*",3
"DAK0094","BLACK/K/L/*",2
"DAK0095","BLACK/K-L/*",9
"DAK0095","BLACK/K-M/*",4
"DAK0095","BLACK/K-XL/*",4
"DAK0095","ZEBRA/K-L/*",2
"DYN956","92/*/*",2
"FRIV0003","OATMEAL/L/*",3
"GIR349","MATTE BLACK/S/*",1
"GIR349","MATTE WHITE/L/*",1
"GIR372","MATTE BLK-WHT/S/*",1
"GIR382","MATTE BLACK/S/*",3
"KILT0044","DARK BLUE/10/*",1
"KILT0044","DARK BLUE/14/*",1
"KILT0044","LIME/10/*",1
"KILT0044","LIME/12/*",1
"KILT0044","LIME/6/*",1
"KILT0044","LIME/8/*",1
"KILT0045","BLACK/10/*",1
"KILT0045","BLACK/14/*",1
"KILT0046","TURQUOISE/10/*",1
"KILT0046","TURQUOISE/12/*",1
"KILT0046","TURQUOISE/14/*",1
"KILT0047","GREY MELANGE/10/*",1
"KILT0047","GREY MELANGE/16/*",1
"KILT0047","PLUM/14/*",1
"LAND071","MULTI/S/*",1
"LBM030","BRIGHT/*/*",1
"LBM094","BLACK/M/*",1
"LBM124","BLACK/L/*",1
"LBM124","BLACK/M/*",2
"OLU045","PALE GRY/HIBISC/3/*",1
"OLU045","PALE GRY/HIBISC/5/*",1
"OLU048","DRK WOOD/DR WOO/8/*",1
"OLU053","BLACK/BLACK/10/*",1
"OLU053","BLACK/BLACK/10.5/*",2
"OLU053","BLACK/BLACK/9.5/*",1
"OLU053","CARBON/DEEP RED/10.5/*",1
"PEL0003","YELLOW/*/*",4
"PEL0008","LIME GREEN/*/*",2
"PEL0011","FIREMAN RED/WHT/*/*",4
"PEL0011","LIME/WHITE/*/*",4
"PEL0012","FADE GRN/SAND/*/*",4
"PEL0013","BLK GRN/LT KHAK/*/*",2
"PEL0014","LAVA/BLANC/*/*",3
"PEL0015","GRANITE/GREY/*/*",2
"PEL0016","SANDSTONE/SAND/*/*",1
"PRN918","GRAVEL/L/*",1
"PRN929","LIGHT GREY HTHR/L/*",1
"PRN929","LIGHT GREY HTHR/XL/*",1
"PRN933","ISLAND BLUE/L/*",1
"PRN933","ISLAND BLUE/XL/*",1
"PRN936","BLACK/D/*",1
"PRN937","BLUE SEASHELLS/XS/*",1
"PRN940","ISLAND BLUE/S/*",1
"PRN941","CARGO MARRAKESH/L/*",1
"PRN941","CARGO MARRAKESH/M/*",1
"PRN941","CARMINE PNK MAR/S/*",1
"PRN942","CARGO GREEN/S/*",1
"PRN942","ISLAND BLUE/XL/*",1
"PRN943","BLACK/L/*",1
"PRN943","BLUE SEASHELLS/L/*",1
"PRN943","BLUE SEASHELLS/M/*",1
"PRN943","BLUE SEASHELLS/XS/*",1
"SAL377","100CM/*/*",2
"SAL377","110CM/*/*",3
"SAL377","120CM/*/*",2
"SAL377","130CM/*/*",2
"SAL377","140CM/*/*",1
"SAL377","80CM/*/*",2
"SAN492","BROWN/BROWN/10/*",1
"SAN492","BROWN/BROWN/12/*",2
"SAN492","BROWN/BROWN/13/*",1
"SAN492","BROWN/BROWN/9/*",1
"SAN493","DRK BROWN/12/*",1
"SAN493","DRK BROWN/9/*",1
"SAN494","BLACK/10/*",1
"SAN494","BLACK/9/*",1
"SAN494","TOBACCO/6/*",1
"SAN494","TOBACCO/7/*",1
"SAN494","TOBACCO/8/*",1
"SCT579","BLACK/44/*",1
"SCT581","BLUE/40/*",1
"SCT581","BLUE/42/*",2
"SCT867","BLACK/M/*",1
"SMOG0142","SUN PLAT MIRR/STORMROSE FLASH/*",1
"SMOG0146","SUN BLK/STRM YELL FLSH/*",1
"SMOG0148","ED GREEN MIR/STORMROSE FLASH/*",1
"SMOG0150","ED VIOLET MIRR/STORMROSE FLASH/*",1
"SMOG0151","ED VIOLET MIRR/STORMROSE FLASH/*",1
"SMOG0152","SUN PLAT MIRR/STRM YELL FLASH/*",2
"SMOG0155","SUN GREEN MIRR/STORMROSE FLASH/*",1
"SMOG0159","ED GREEN MIRROR/*/*",1
"SMOG0159","ED RED MIRROR/*/*",1
"SMOG0163","ED RED MIRROR/*/*",1
"SMOG0164","ED GREEN MIRROR/*/*",1
"SMOG0164","ED ROSE/*/*",2
"SMOG0166","ED VIOLET MIRR/*/*",2
"SMOG0167","SUN PLAT MIRR/*/*",1
"SMOG0170","SUN GREEN MIRR/STORMROSE FLASH/*",1
"SMOG0177","SUN BLACK/YELLOW/*",2
"SMOG0179","SUN BLACK/ED GRN MIRROR/*",1
"SMOG0180","ED GREEN MIRROR/YELLOW/*",2
"STN0307","BLK/WHITE/L/*",4
"STN0307","BLK/WHITE/M/*",8
"STN0307","GOLD/L/*",4
"STN0307","GOLD/M/*",2
"STN0307","ORANGE/M/*",5
"STN0307","SATURATE PINK/L/*",4
"STN0307","SATURATE PINK/M/*",3
"TNF0201","TNF BLACK/L/*",1
"TNF0433","TNF BLACK/L/*",1
"TNF0433","TNF BLACK/S/*",1
"TNF0433","TNF BLACK/XS/*",1
"TNF0434","TIN GREY/L/*",1
